,,,,,,Type,,Date,,Num,,Memo,,Name,,Account,,Qty,,Sales Price,,Amount,,Balance
,,,,,,Invoice,,05/27/2016,,14892,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"2,425.00"
,,,,,,Invoice,,06/15/2016,,14972,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"2,452.00"
,,,,,,Invoice,,06/24/2016,,15010,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"2,479.00"
,,,,,,Invoice,,07/01/2016,,15125,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"2,506.00"
,,,,,,Invoice,,07/13/2016,,15190,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"2,533.00"
,,,,,,Invoice,,07/22/2016,,15245,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"2,560.00"
,,,,,,Invoice,,08/05/2016,,15385,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"2,587.00"
,,,,,,Invoice,,08/16/2016,,15442,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"2,614.00"
,,,,,,Invoice,,08/19/2016,,15451,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"2,641.00"
,,,,,,Invoice,,09/02/2016,,15599,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"2,668.00"
,,,,,,Invoice,,09/09/2016,,15639,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"2,695.00"
,,,,,,Invoice,,09/22/2016,,15701,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"2,722.00"
,,,,,,Invoice,,10/07/2016,,15855,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"2,749.00"
,,,,,,Invoice,,10/14/2016,,15875,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"2,776.00"
,,,,,,Invoice,,10/21/2016,,15899,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"2,803.00"
,,,,,,Invoice,,10/28/2016,,16007,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,2.00,,27.00,,54.00,,"2,857.00"
,,,,,,Invoice,,11/11/2016,,16080,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"2,884.00"
,,,,,,Invoice,,11/30/2016,,16222,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,2.00,,27.00,,54.00,,"2,938.00"
,,,,,,Invoice,,12/09/2016,,16253,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"2,965.00"
,,,,,,Invoice,,12/16/2016,,16292,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"2,992.00"
,,,,,,Invoice,,12/23/2016,,16358,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,2.00,,27.00,,54.00,,"3,046.00"
,,,,,,Invoice,,01/18/2017,,16563,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,2.00,,27.00,,54.00,,"3,100.00"
,,,,,,Invoice,,02/03/2017,,16618,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"3,127.00"
,,,,,,Invoice,,02/15/2017,,16654,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'**stock",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"3,154.00"
,,,,,,Invoice,,02/24/2017,,16766,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"3,181.00"
,,,,,,Invoice,,03/13/2017,,16810,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,2.00,,27.00,,54.00,,"3,235.00"
,,,,,,Invoice,,03/27/2017,,16918,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"3,262.00"
,,,,,,Invoice,,03/31/2017,,16938,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"3,289.00"
,,,,,,Invoice,,04/12/2017,,16975,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"3,316.00"
,,,,,,Invoice,,04/14/2017,,16979,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"3,343.00"
,,,,,,Invoice,,04/28/2017,,17048,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"3,370.00"
,,,,,,Invoice,,05/12/2017,,17138,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"3,397.00"
,,,,,,Invoice,,05/19/2017,,17231,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"3,424.00"
,,,,,,Invoice,,05/25/2017,,17251,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"3,451.00"
,,,,,,Invoice,,06/09/2017,,17305,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"3,478.00"
,,,,,,Invoice,,06/16/2017,,17329,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"3,505.00"
,,,,,,Invoice,,06/30/2017,,17437,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"3,532.00"
,,,,,,Invoice,,07/07/2017,,17447,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"3,559.00"
,,,,,,Invoice,,07/17/2017,,17471,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"3,586.00"
,,,,,,Invoice,,07/28/2017,,17567,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"3,613.00"
,,,,,,Invoice,,08/07/2017,,17592,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,2.00,,27.00,,54.00,,"3,667.00"
,,,,,,Invoice,,08/25/2017,,17651,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"3,694.00"
,,,,,,Invoice,,09/05/2017,,17730,,"9"" JUMBO JAR JAR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"3,721.00"
,,,,,,Invoice,,09/15/2017,,17766,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"3,748.00"
,,,,,,Invoice,,09/25/2017,,17790,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"3,775.00"
,,,,,,Invoice,,10/13/2017,,17920,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"3,802.00"
,,,,,,Invoice,,10/27/2017,,18015,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"3,829.00"
,,,,,,Invoice,,11/03/2017,,18041,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"3,856.00"
,,,,,,Invoice,,11/20/2017,,18141,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"3,883.00"
,,,,,,Invoice,,12/04/2017,,18167,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"3,910.00"
,,,,,,Invoice,,12/06/2017,,18178,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"3,937.00"
,,,,,,Invoice,,12/06/2017,,18187,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"3,964.00"
,,,,,,Invoice,,12/29/2017,,18309,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"3,991.00"
,,,,,,Invoice,,01/12/2018,,18331,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"4,018.00"
,,,,,,Invoice,,01/26/2018,,18358,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"4,045.00"
,,,,,,Invoice,,01/26/2018,,18359,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"4,072.00"
,,,,,,Invoice,,02/09/2018,,18484,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"4,099.00"
,,,,,,Invoice,,02/21/2018,,18510,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"4,126.00"
,,,,,,Invoice,,02/23/2018,,18514,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"4,153.00"
,,,,,,Invoice,,03/16/2018,,18628,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"4,180.00"
,,,,,,Invoice,,03/23/2018,,18687,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"4,207.00"
,,,,,,Invoice,,03/26/2018,,18690,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"4,234.00"
,,,,,,Invoice,,04/02/2018,,18726,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"4,261.00"
,,,,,,Invoice,,04/20/2018,,18791,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"4,288.00"
,,,,,,Invoice,,04/27/2018,,18844,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"4,315.00"
,,,,,,Invoice,,05/11/2018,,18922,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"4,342.00"
,,,,,,Invoice,,05/21/2018,,18933,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"4,369.00"
,,,,,,Invoice,,05/29/2018,,19025,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"4,396.00"
,,,,,,Invoice,,06/08/2018,,19068,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"4,423.00"
,,,,,,Invoice,,06/15/2018,,19086,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"4,450.00"
,,,,,,Invoice,,07/09/2018,,19217,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"4,477.00"
,,,,,,Invoice,,07/09/2018,,19219,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,2.00,,27.00,,54.00,,"4,531.00"
,,,,,,Invoice,,07/13/2018,,19243,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"4,558.00"
,,,,,,Invoice,,08/10/2018,,19391,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"4,585.00"
,,,,,,Invoice,,08/21/2018,,19428,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"4,612.00"
,,,,,,Invoice,,08/31/2018,,19505,,"9"" JUMBO JRT JR 2 PLY TOILET TISSUE (12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"4,639.00"
,,,,,,Invoice,,09/07/2018,,19557,,"9"" Jumbo Jrt Jr 2 Ply Toilet Tissue(12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"4,666.00"
,,,,,,Invoice,,09/14/2018,,19589,,"9"" Jumbo Jrt Jr 2 Ply Toilet Tissue(12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"4,693.00"
,,,,,,Invoice,,09/28/2018,,19674,,"9"" Jumbo Jrt Jr 2 Ply Toilet Tissue(12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"4,720.00"
,,,,,,Invoice,,10/10/2018,,19772,,"9"" Jumbo Jrt Jr 2 Ply Toilet Tissue(12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"4,747.00"
,,,,,,Invoice,,10/18/2018,,19801,,"9"" Jumbo Jrt Jr 2 Ply Toilet Tissue(12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"4,774.00"
,,,,,,Invoice,,10/29/2018,,19859,,"9"" Jumbo Jrt Jr 2 Ply Toilet Tissue(12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"4,801.00"
,,,,,,Invoice,,11/02/2018,,19925,,"9"" Jumbo Jrt Jr 2 Ply Toilet Tissue(12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"4,828.00"
,,,,,,Invoice,,11/12/2018,,19950,,"9"" Jumbo Jrt Jr 2 Ply Toilet Tissue(12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"4,855.00"
,,,,,,Invoice,,11/28/2018,,20071,,"9"" Jumbo Jrt Jr 2 Ply Toilet Tissue(12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"4,882.00"
,,,,,,Invoice,,12/14/2018,,20145,,"9"" Jumbo Jrt Jr 2 Ply Toilet Tissue(12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,2.00,,27.00,,54.00,,"4,936.00"
,,,,,,Invoice,,12/21/2018,,20167,,"9"" Jumbo Jrt Jr 2 Ply Toilet Tissue(12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"4,963.00"
,,,,,,Invoice,,12/28/2018,,20208,,"9"" Jumbo Jrt Jr 2 Ply Toilet Tissue(12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"4,990.00"
,,,,,,Invoice,,01/28/2019,,20359,,"9"" Jumbo Jrt Jr 2 Ply Toilet Tissue(12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"5,017.00"
,,,,,,Invoice,,01/28/2019,,20360,,"9"" Jumbo Jrt Jr 2 Ply Toilet Tissue(12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"5,044.00"
,,,,,,Invoice,,02/04/2019,,20475,,"9"" Jumbo Jrt Jr 2 Ply Toilet Tissue(12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"5,071.00"
,,,,,,Invoice,,02/15/2019,,20525,,"9"" Jumbo Jrt Jr 2 Ply Toilet Tissue(12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"5,098.00"
,,,,,,Invoice,,02/22/2019,,20544,,"9"" Jumbo Jrt Jr 2 Ply Toilet Tissue(12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,2.00,,27.00,,54.00,,"5,152.00"
,,,,,,Invoice,,03/15/2019,,20703,,"9"" Jumbo Jrt Jr 2 Ply Toilet Tissue(12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,2.00,,27.00,,54.00,,"5,206.00"
,,,,,,Invoice,,04/17/2019,,20907,,"9"" Jumbo Jrt Jr 2 Ply Toilet Tissue(12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,27.00,,27.00,,"5,233.00"
,,,,,,Invoice,,04/23/2019,,20925,,"376135 - 9"" Jumbo Jrt Jr 2 Ply Toilet Tissue(12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,28.00,,28.00,,"5,261.00"
,,,,,,Invoice,,04/23/2019,,20926,,"376135 - 9"" Jumbo Jrt Jr 2 Ply Toilet Tissue(12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,28.00,,28.00,,"5,289.00"
,,,,,,Invoice,,04/26/2019,,20937,,"376135 - 9"" Jumbo Jrt Jr 2 Ply Toilet Tissue(12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,28.00,,28.00,,"5,317.00"
,,,,,,Invoice,,05/10/2019,,21071,,"376135 - 9"" Jumbo Jrt Jr 2 Ply Toilet Tissue(12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,28.00,,28.00,,"5,345.00"
,,,,,,Invoice,,05/20/2019,,21107,,"376135 - 9"" Jumbo Jrt Jr 2 Ply Toilet Tissue(12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,28.00,,28.00,,"5,373.00"
,,,,,,Invoice,,06/03/2019,,21236,,"376135 - 9"" Jumbo Jrt Jr 2 Ply Toilet Tissue(12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,28.00,,28.00,,"5,401.00"
,,,,,,Invoice,,06/10/2019,,21262,,"376135 - 9"" Jumbo Jrt Jr 2 Ply Toilet Tissue(12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,28.00,,28.00,,"5,429.00"
,,,,,,Invoice,,06/21/2019,,21310,,"376135 - 9"" Jumbo Jrt Jr 2 Ply Toilet Tissue(12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,28.00,,28.00,,"5,457.00"
,,,,,,Invoice,,07/10/2019,,21441,,"376135 - 9"" Jumbo Jrt Jr 2 Ply Toilet Tissue(12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,28.00,,28.00,,"5,485.00"
,,,,,,Invoice,,07/30/2019,,21519,,"376135 - 9"" Jumbo Jrt Jr 2 Ply Toilet Tissue(12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,28.00,,28.00,,"5,513.00"
,,,,,,Invoice,,07/31/2019,,21564,,"376135 - 9"" Jumbo Jrt Jr 2 Ply Toilet Tissue(12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,28.00,,28.00,,"5,541.00"
,,,,,,Invoice,,08/07/2019,,21622,,"376135 - 9"" Jumbo Jrt Jr 2 Ply Toilet Tissue(12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,28.00,,28.00,,"5,569.00"
,,,,,,Invoice,,08/16/2019,,21658,,"376135 - 9"" Jumbo Jrt Jr 2 Ply Toilet Tissue(12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,28.00,,28.00,,"5,597.00"
,,,,,,Invoice,,09/06/2019,,21800,,"376135 - 9"" Jumbo Jrt Jr 2 Ply Toilet Tissue(12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,28.00,,28.00,,"5,625.00"
,,,,,,Invoice,,09/13/2019,,21829,,"376135 - 9"" Jumbo Jrt Jr 2 Ply Toilet Tissue(12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,28.00,,28.00,,"5,653.00"
,,,,,,Invoice,,09/30/2019,,21920,,"376135 - 9"" Jumbo Jrt Jr 2 Ply Toilet Tissue(12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,28.00,,28.00,,"5,681.00"
,,,,,,Invoice,,10/09/2019,,22019,,"376135 - 9"" Jumbo Jrt Jr 2 Ply Toilet Tissue(12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,28.00,,28.00,,"5,709.00"
,,,,,,Invoice,,10/22/2019,,22057,,"376135 - 9"" Jumbo Jrt Jr 2 Ply Toilet Tissue(12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,28.00,,28.00,,"5,737.00"
,,,,,,Invoice,,11/19/2019,,22259,,"376135 - 9"" Jumbo Jrt Jr 2 Ply Toilet Tissue(12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,28.00,,28.00,,"5,765.00"
,,,,,,Invoice,,11/26/2019,,22307,,"376135 - 9"" Jumbo Jrt Jr 2 Ply Toilet Tissue(12/CS) 1,000'",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,28.00,,28.00,,"5,793.00"
,,,"Total SS-WC-786 (376135 - 9"" Jumbo Jrt Jr 2 Ply Toilet Tissue(12/CS) 1,000')",,,,,,,,,,,,,,,207.00,,,,"5,793.00",,"5,793.00"
,,,"W-ALIC440001 (Jumbo Bath Tissue, 1-Ply, 3.25"" x 4000',  6 rolls)",,,,,,,,,,,,,,,,,,,,,
,,,,,,Invoice,,12/13/2019,,22513,,"Jumbo Bath Tissue, 1-Ply, 3.25"" x 4000',  6 rolls",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,29.50,,29.50,,29.50
,,,,,,Invoice,,12/26/2019,,22563,,"Jumbo Bath Tissue, 1-Ply, 3.25"" x 4000',  6 rolls",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,29.50,,29.50,,59.00
,,,"Total W-ALIC440001 (Jumbo Bath Tissue, 1-Ply, 3.25"" x 4000',  6 rolls)",,,,,,,,,,,,,,,2.00,,,,59.00,,59.00
,,,"W-ALM800 (Green Heritage Jumbo Toilet Tissue, 2-Ply, 9"" Diameter, Economy Size, 1...",,,,,,,,,,,,,,,,,,,,,
,,,,,,Invoice,,11/11/2019,,22200,,"Green Heritage Jumbo Toilet Tissue, 2-Ply, 9"" Diameter, Economy Size, 12/CT",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,28.00,,28.00,,28.00
,,,,,,Invoice,,12/06/2019,,22480,,"Green Heritage Jumbo Toilet Tissue, 2-Ply, 9"" Diameter, Economy Size, 12/CT",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,28.00,,28.00,,56.00
